Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,Sales ('000),COGS,Profit,Profit ('000),Date,Month,Quarter,Year,Customer_Name,Product_Name,Country
Midmarket,CUST_ID_090,PROD_ID_005,High,"1,560.00",3,15,"23,400.00",2574,"20,826.00",20.83,"15,600.00","5,226.00",,23-01-2021,Jan,Q1,2021,Harper Martin,Carretera,Canada
Government,CUST_ID_066,PROD_ID_005,High,"2,706.00",3,7,"18,942.00",2083.62,"16,858.38",16.86,"13,530.00","3,328.38",,25-03-2022,Mar,Q1,2021,Harper Turner,Carretera,Canada
Government,CUST_ID_037,PROD_ID_001,High,"2,992.00",5,20,"59,840.00",6582.4,"53,257.60",53.26,"29,920.00","23,337.60",,30-12-2022,Dec,Q4,2021,Henry Martinez,Montana,Germany
Government,CUST_ID_072,PROD_ID_002,High,"2,992.00",10,20,"59,840.00",6582.4,"53,257.60",53.26,"29,920.00","23,337.60",,15-04-2022,Apr,Q2,2021,Emily Hill,Paseo,Japan
Government,CUST_ID_054,PROD_ID_003,High,"2,805.00",120,20,"56,100.00",6171,"49,929.00",49.93,"28,050.00","21,879.00",,09-10-2021,Oct,Q4,2021,Harper Wilson,Velo,Italy
Midmarket,CUST_ID_091,PROD_ID_003,High,655,120,15,"9,825.00",1080.75,"8,744.25",8.74,"6,550.00","2,194.25",,31-10-2021,Oct,Q4,2021,Henry Garcia,Velo,England
Government,CUST_ID_031,PROD_ID_003,High,344,120,350,"1,20,400.00",13244,"1,07,156.00",107.16,"89,440.00","17,716.00",,03-04-2022,Apr,Q2,2021,Benjamin Lee,Velo,India
Government,CUST_ID_055,PROD_ID_004,High,"2,935.00",250,20,"58,700.00",6457,"52,243.00",52.24,"29,350.00","22,893.00",,09-03-2022,Mar,Q1,2021,Henry Turner,VTT,India
Enterprise,CUST_ID_092,PROD_ID_006,High,947,260,125,"1,18,375.00",13021.25,"1,05,353.75",105.35,"1,13,640.00","-8,286.25",,24-10-2021,Oct,Q4,2021,Amelia Phillips,Amarilla,France
Government,CUST_ID_093,PROD_ID_006,High,344,260,350,"1,20,400.00",13244,"1,07,156.00",107.16,"89,440.00","17,716.00",,03-10-2022,Oct,Q4,2021,Jackson Hill,Amarilla,Germany
Government,CUST_ID_027,PROD_ID_002,High,380,10,7,"2,660.00",292.6,"2,367.40",2.37,"1,900.00",467.4,,30-04-2022,Apr,Q2,2021,Michael Hill,Paseo,England
Enterprise,CUST_ID_094,PROD_ID_005,High,"2,416.00",3,125,"3,02,000.00",36240,"2,65,760.00",265.76,"2,89,920.00","-24,160.00",,11-11-2021,Nov,Q4,2021,Abigail Martin,Carretera,Italy
Government,CUST_ID_049,PROD_ID_001,High,"1,715.00",5,20,"34,300.00",4116,"30,184.00",30.18,"17,150.00","13,034.00",,12-12-2022,Dec,Q4,2021,Elijah Perez,Montana,USA
Small Business,CUST_ID_078,PROD_ID_001,High,"1,186.00",5,300,"3,55,800.00",42696,"3,13,104.00",313.1,"2,96,500.00","16,604.00",,17-07-2022,Jul,Q3,2021,Harper Hill,Montana,Italy
Government,CUST_ID_040,PROD_ID_002,High,"1,715.00",10,20,"34,300.00",4116,"30,184.00",30.18,"17,150.00","13,034.00",,19-10-2022,Oct,Q4,2021,Abigail Lewis,Paseo,Japan
Midmarket,CUST_ID_044,PROD_ID_002,High,380,10,15,"5,700.00",684,"5,016.00",5.02,"3,800.00","1,216.00",,17-05-2022,May,Q2,2021,Elizabeth Martin,Paseo,France
Government,CUST_ID_055,PROD_ID_004,High,623,250,350,"2,18,050.00",26166,"1,91,884.00",191.88,"1,61,980.00","29,904.00",,28-02-2021,Feb,Q1,2021,Henry Turner,VTT,India
Midmarket,CUST_ID_046,PROD_ID_006,High,"2,548.00",260,15,"38,220.00",4586.4,"33,633.60",33.63,"25,480.00","8,153.60",,16-12-2021,Dec,Q4,2021,Avery Anderson,Amarilla,Italy
Channel Partners,CUST_ID_095,PROD_ID_006,High,"2,761.00",260,12,"33,132.00",3975.84,"29,156.16",29.16,"8,283.00","20,873.16",,07-01-2021,Jan,Q1,2021,Aiden Garcia,Amarilla,India
Government,CUST_ID_048,PROD_ID_005,High,442,3,20,"8,840.00",1149.2,"7,690.80",7.69,"4,420.00","3,270.80",,22-03-2021,Mar,Q1,2021,Sofia Turner,Carretera,Japan
Midmarket,CUST_ID_096,PROD_ID_003,High,660,120,15,"9,900.00",1287,"8,613.00",8.61,"6,600.00","2,013.00",,04-07-2022,Jul,Q3,2021,Emily Phillips,Velo,Japan
Small Business,CUST_ID_097,PROD_ID_003,High,"2,605.00",120,300,"7,81,500.00",101595,"6,79,905.00",679.91,"6,51,250.00","28,655.00",,21-08-2022,Aug,Q3,2021,Benjamin Hill,Velo,USA
Channel Partners,CUST_ID_098,PROD_ID_006,High,"1,770.00",260,12,"21,240.00",2761.2,"18,478.80",18.48,"5,310.00","13,168.80",13.17,21-01-2021,Jan,Q1,2021,Mia Turner,Amarilla,Canada
Government,CUST_ID_057,PROD_ID_005,High,"2,996.00",3,7,"20,972.00",2936.08,"18,035.92",18.04,"14,980.00","3,055.92",3.06,04-06-2021,Jun,Q2,2021,Jackson Hill,Carretera,USA
Government,CUST_ID_099,PROD_ID_001,High,"2,996.00",5,7,"20,972.00",2936.08,"18,035.92",18.04,"14,980.00","3,055.92",3.06,06-03-2022,Mar,Q1,2021,Logan Martin,Montana,England
Channel Partners,CUST_ID_018,PROD_ID_006,High,"2,015.00",260,12,"24,180.00",3385.2,"20,794.80",20.79,"6,045.00","14,749.80",14.75,07-08-2022,Aug,Q3,2021,Amelia Garcia,Amarilla,Canada
Enterprise,CUST_ID_085,PROD_ID_005,High,"1,023.00",3,125,"1,27,875.00",17902.5,"1,09,972.50",109.97,"1,22,760.00","-12,787.50",-12.79,28-03-2021,Mar,Q1,2021,Benjamin Garcia,Carretera,Germany
Enterprise,CUST_ID_100,PROD_ID_005,High,"2,821.00",3,125,"3,52,625.00",49367.5,"3,03,257.50",303.26,"3,38,520.00","-35,262.50",-35.26,08-07-2022,Jul,Q3,2021,Charlotte Garcia,Carretera,France
Government,CUST_ID_049,PROD_ID_001,High,"1,727.00",5,7,"12,089.00",1692.46,"10,396.54",10.4,"8,635.00","1,761.54",1.76,16-11-2021,Nov,Q4,2021,Elijah Perez,Montana,USA
Midmarket,CUST_ID_006,PROD_ID_002,High,"2,470.00",10,15,"37,050.00",5187,"31,863.00",31.86,"24,700.00","7,163.00",7.16,01-04-2021,Apr,Q2,2021,Ava Davis,Paseo,Italy
Midmarket,CUST_ID_006,PROD_ID_002,High,"1,743.00",10,15,"26,145.00",3660.3,"22,484.70",22.48,"17,430.00","5,054.70",5.05,22-04-2022,Apr,Q2,2021,Ava Davis,Paseo,Italy
Channel Partners,CUST_ID_060,PROD_ID_002,High,"2,222.00",10,12,"26,664.00",3732.96,"22,931.04",22.93,"6,666.00","16,265.04",16.27,01-05-2021,May,Q2,2021,Emily Garcia,Paseo,France
Government,CUST_ID_052,PROD_ID_002,High,"1,922.00",10,350,"6,72,700.00",94178,"5,78,522.00",578.52,"4,99,720.00","78,802.00",78.8,19-06-2022,Jun,Q2,2021,Charlotte Martin,Paseo,France
Small Business,CUST_ID_101,PROD_ID_003,High,269,120,300,"80,700.00",11298,"69,402.00",69.4,"67,250.00","2,152.00",2.15,08-01-2022,Jan,Q1,2021,Samuel Hill,Velo,Germany
Small Business,CUST_ID_102,PROD_ID_003,High,"2,536.00",120,300,"7,60,800.00",106512,"6,54,288.00",654.29,"6,34,000.00","20,288.00",20.29,03-09-2022,Sep,Q3,2021,Harper Phillips,Velo,Italy
Small Business,CUST_ID_063,PROD_ID_004,High,269,250,300,"80,700.00",11298,"69,402.00",69.4,"67,250.00","2,152.00",2.15,19-10-2022,Oct,Q4,2021,Logan Clark,VTT,India
Government,CUST_ID_008,PROD_ID_004,High,"1,281.00",250,350,"4,48,350.00",62769,"3,85,581.00",385.58,"3,33,060.00","52,521.00",52.52,19-01-2022,Jan,Q1,2021,Isabella Wilson,VTT,Japan
Midmarket,CUST_ID_103,PROD_ID_006,High,"1,743.00",260,15,"26,145.00",3660.3,"22,484.70",22.48,"17,430.00","5,054.70",5.05,07-10-2021,Oct,Q4,2021,Henry Martin,Amarilla,India
Government,CUST_ID_093,PROD_ID_006,High,"1,727.00",260,7,"12,089.00",1692.46,"10,396.54",10.4,"8,635.00","1,761.54",1.76,30-11-2022,Nov,Q4,2021,Jackson Hill,Amarilla,Germany
Midmarket,CUST_ID_104,PROD_ID_006,High,"1,870.00",260,15,"28,050.00",3927,"24,123.00",24.12,"18,700.00","5,423.00",5.42,21-11-2021,Nov,Q4,2021,Amelia Hill,Amarilla,Japan
Government,CUST_ID_027,PROD_ID_002,High,267,10,20,"5,340.00",801,"4,539.00",4.54,"2,670.00","1,869.00",1.87,21-03-2021,Mar,Q1,2021,Michael Hill,Paseo,England
Government,CUST_ID_027,PROD_ID_002,High,"2,007.00",10,350,"7,02,450.00",105367.5,"5,97,082.50",597.08,"5,21,820.00","75,262.50",75.26,02-09-2022,Sep,Q3,2021,Michael Hill,Paseo,England
Government,CUST_ID_040,PROD_ID_002,High,"2,151.00",10,350,"7,52,850.00",112927.5,"6,39,922.50",639.92,"5,59,260.00","80,662.50",80.66,01-02-2021,Feb,Q1,2021,Abigail Lewis,Paseo,Japan
Small Business,CUST_ID_086,PROD_ID_003,High,"2,574.00",120,300,"7,72,200.00",115830,"6,56,370.00",656.37,"6,43,500.00","12,870.00",12.87,13-06-2022,Jun,Q2,2021,Mia Hill,Velo,Italy
Enterprise,CUST_ID_015,PROD_ID_003,High,"2,438.00",120,125,"3,04,750.00",45712.5,"2,59,037.50",259.04,"2,92,560.00","-33,522.50",-33.52,02-03-2021,Mar,Q1,2021,Samuel Taylor,Velo,India
Government,CUST_ID_033,PROD_ID_004,High,267,250,20,"5,340.00",801,"4,539.00",4.54,"2,670.00","1,869.00",1.87,27-10-2021,Oct,Q4,2021,Logan Garcia,VTT,USA
Enterprise,CUST_ID_105,PROD_ID_004,High,"2,954.00",250,125,"3,69,250.00",55387.5,"3,13,862.50",313.86,"3,54,480.00","-40,617.50",-40.62,22-02-2021,Feb,Q1,2021,Jackson Turner,VTT,USA
Government,CUST_ID_042,PROD_ID_005,,"1,618.50",3,20,"32,370.00",0,"32,370.00",32.37,"16,185.00","16,185.00",16.19,02-03-2021,Mar,Q1,2022,Emily Garcia,Carretera,Canada
Government,CUST_ID_048,PROD_ID_005,,"1,321.00",3,20,"26,420.00",0,"26,420.00",26.42,"13,210.00","13,210.00",13.21,08-03-2021,Mar,Q1,2022,Sofia Turner,Carretera,Japan
Midmarket,CUST_ID_106,PROD_ID_005,,"2,178.00",3,15,"32,670.00",0,"32,670.00",32.67,"21,780.00","10,890.00",10.89,08-11-2022,Nov,Q4,2022,Abigail Phillips,Carretera,Canada
Midmarket,CUST_ID_107,PROD_ID_005,,888,3,15,"13,320.00",0,"13,320.00",13.32,"8,880.00","4,440.00",4.44,18-05-2021,May,Q2,2022,Aiden Hill,Carretera,England
Midmarket,CUST_ID_108,PROD_ID_005,,"2,470.00",3,15,"37,050.00",0,"37,050.00",37.05,"24,700.00","12,350.00",12.35,16-09-2022,Sep,Q3,2022,Emily Martin,Carretera,France
Government,CUST_ID_048,PROD_ID_005,,"1,513.00",3,350,"5,29,550.00",0,"5,29,550.00",529.55,"3,93,380.00","1,36,170.00",136.17,11-01-2022,Jan,Q1,2022,Sofia Turner,Carretera,Japan
Midmarket,CUST_ID_109,PROD_ID_001,,921,5,15,"13,815.00",0,"13,815.00",13.82,"9,210.00","4,605.00",4.61,23-10-2022,Oct,Q4,2022,Benjamin Garcia,Montana,Germany
Channel Partners,CUST_ID_110,PROD_ID_001,,"2,518.00",5,12,"30,216.00",0,"30,216.00",30.22,"7,554.00","22,662.00",22.66,24-10-2021,Oct,Q4,2022,Mia Hill,Montana,Italy
Government,CUST_ID_059,PROD_ID_001,,"1,899.00",5,20,"37,980.00",0,"37,980.00",37.98,"18,990.00","18,990.00",18.99,02-01-2022,Jan,Q1,2022,Aiden Martin,Montana,England
Channel Partners,CUST_ID_111,PROD_ID_001,,"1,545.00",5,12,"18,540.00",0,"18,540.00",18.54,"4,635.00","13,905.00",13.91,14-03-2021,Mar,Q1,2022,Logan Phillips,Montana,India
Midmarket,CUST_ID_112,PROD_ID_001,,"2,470.00",5,15,"37,050.00",0,"37,050.00",37.05,"24,700.00","12,350.00",12.35,29-07-2021,Jul,Q3,2022,Charlotte Hill,Montana,Japan
Enterprise,CUST_ID_001,PROD_ID_001,,"2,665.50",5,125,"3,33,187.50",0,"3,33,187.50",333.19,"3,19,860.00","13,327.50",13.33,25-02-2022,Feb,Q1,2022,James Smith,Montana,USA
Small Business,CUST_ID_050,PROD_ID_001,,958,5,300,"2,87,400.00",0,"2,87,400.00",287.4,"2,39,500.00","47,900.00",47.9,13-02-2022,Feb,Q1,2022,Mia Hill,Montana,Canada
Government,CUST_ID_037,PROD_ID_001,,"2,146.00",5,7,"15,022.00",0,"15,022.00",15.02,"10,730.00","4,292.00",4.29,25-01-2022,Jan,Q1,2022,Henry Martinez,Montana,Germany
Midmarket,CUST_ID_113,PROD_ID_001,,615,5,15,"9,225.00",0,"9,225.00",9.23,"6,150.00","3,075.00",3.08,09-03-2021,Mar,Q1,2022,Samuel Turner,Montana,USA
Government,CUST_ID_004,PROD_ID_002,,292,10,20,"5,840.00",0,"5,840.00",5.84,"2,920.00","2,920.00",2.92,30-04-2021,Apr,Q2,2022,Olivia Brown,Paseo,France
Midmarket,CUST_ID_044,PROD_ID_002,,974,10,15,"14,610.00",0,"14,610.00",14.61,"9,740.00","4,870.00",4.87,04-04-2022,Apr,Q2,2022,Elizabeth Martin,Paseo,France
Channel Partners,CUST_ID_060,PROD_ID_002,,"2,518.00",10,12,"30,216.00",0,"30,216.00",30.22,"7,554.00","22,662.00",22.66,04-11-2022,Nov,Q4,2022,Emily Garcia,Paseo,France
Government,CUST_ID_072,PROD_ID_002,,"1,006.00",10,350,"3,52,100.00",0,"3,52,100.00",352.1,"2,61,560.00","90,540.00",90.54,20-07-2022,Jul,Q3,2022,Emily Hill,Paseo,Japan
Channel Partners,CUST_ID_014,PROD_ID_002,,367,10,12,"4,404.00",0,"4,404.00",4.4,"1,101.00","3,303.00",3.3,24-05-2021,May,Q2,2022,Charlotte White,Paseo,Italy
Government,CUST_ID_040,PROD_ID_002,,883,10,7,"6,181.00",0,"6,181.00",6.18,"4,415.00","1,766.00",1.77,29-08-2021,Aug,Q3,2022,Abigail Lewis,Paseo,Japan
Midmarket,CUST_ID_044,PROD_ID_002,,"2,472.00",10,15,"37,080.00",0,"37,080.00",37.08,"24,720.00","12,360.00",12.36,27-02-2021,Feb,Q1,2022,Elizabeth Martin,Paseo,France
Government,CUST_ID_027,PROD_ID_002,,"1,143.00",10,7,"8,001.00",0,"8,001.00",8,"5,715.00","2,286.00",2.29,10-11-2022,Nov,Q4,2022,Michael Hill,Paseo,England
Government,CUST_ID_004,PROD_ID_002,,"1,817.00",10,20,"36,340.00",0,"36,340.00",36.34,"18,170.00","18,170.00",18.17,18-01-2022,Jan,Q1,2022,Olivia Brown,Paseo,France
Government,CUST_ID_072,PROD_ID_002,,"1,513.00",10,350,"5,29,550.00",0,"5,29,550.00",529.55,"3,93,380.00","1,36,170.00",136.17,11-02-2022,Feb,Q1,2022,Emily Hill,Paseo,Japan
Government,CUST_ID_031,PROD_ID_003,,"1,493.00",120,7,"10,451.00",0,"10,451.00",10.45,"7,465.00","2,986.00",2.99,04-03-2022,Mar,Q1,2022,Benjamin Lee,Velo,India
Enterprise,CUST_ID_053,PROD_ID_003,,"1,804.00",120,125,"2,25,500.00",0,"2,25,500.00",225.5,"2,16,480.00","9,020.00",9.02,28-06-2022,Jun,Q2,2022,Samuel Hill,Velo,Germany
Channel Partners,CUST_ID_114,PROD_ID_003,,"2,161.00",120,12,"25,932.00",0,"25,932.00",25.93,"6,483.00","19,449.00",19.45,19-08-2021,Aug,Q3,2022,Harper Martin,Velo,Canada
Government,CUST_ID_028,PROD_ID_003,,"1,006.00",120,350,"3,52,100.00",0,"3,52,100.00",352.1,"2,61,560.00","90,540.00",90.54,04-10-2022,Oct,Q4,2022,Sofia Phillips,Velo,France
Channel Partners,CUST_ID_114,PROD_ID_003,,"1,545.00",120,12,"18,540.00",0,"18,540.00",18.54,"4,635.00","13,905.00",13.91,04-08-2022,Aug,Q3,2022,Harper Martin,Velo,Canada
Enterprise,CUST_ID_015,PROD_ID_003,,"2,821.00",120,125,"3,52,625.00",0,"3,52,625.00",352.63,"3,38,520.00","14,105.00",14.11,19-08-2022,Aug,Q3,2022,Samuel Taylor,Velo,India
Small Business,CUST_ID_063,PROD_ID_004,,"2,001.00",250,300,"6,00,300.00",0,"6,00,300.00",600.3,"5,00,250.00","1,00,050.00",100.05,26-03-2022,Mar,Q1,2022,Logan Clark,VTT,India
Channel Partners,CUST_ID_067,PROD_ID_004,,"2,838.00",250,12,"34,056.00",0,"34,056.00",34.06,"8,514.00","25,542.00",25.54,03-07-2022,Jul,Q3,2022,Henry Phillips,VTT,England
Midmarket,CUST_ID_087,PROD_ID_004,,"2,178.00",250,15,"32,670.00",0,"32,670.00",32.67,"21,780.00","10,890.00",10.89,24-07-2021,Jul,Q3,2022,Logan Phillips,VTT,India
Midmarket,CUST_ID_039,PROD_ID_004,,888,250,15,"13,320.00",0,"13,320.00",13.32,"8,880.00","4,440.00",4.44,03-02-2021,Feb,Q1,2022,Jackson Turner,VTT,India
Small Business,CUST_ID_062,PROD_ID_004,,"2,151.00",250,300,"6,45,300.00",0,"6,45,300.00",645.3,"5,37,750.00","1,07,550.00",107.55,23-05-2021,May,Q2,2022,Mia Lewis,VTT,Italy
Government,CUST_ID_055,PROD_ID_004,,"1,817.00",250,20,"36,340.00",0,"36,340.00",36.34,"18,170.00","18,170.00",18.17,15-12-2022,Dec,Q4,2022,Henry Turner,VTT,India
Government,CUST_ID_065,PROD_ID_006,,"2,750.00",260,350,"9,62,500.00",0,"9,62,500.00",962.5,"7,15,000.00","2,47,500.00",247.5,23-08-2021,Aug,Q3,2022,Samuel Wilson,Amarilla,USA
Channel Partners,CUST_ID_018,PROD_ID_006,,"1,953.00",260,12,"23,436.00",0,"23,436.00",23.44,"5,859.00","17,577.00",17.58,13-10-2021,Oct,Q4,2022,Amelia Garcia,Amarilla,Canada
Enterprise,CUST_ID_073,PROD_ID_006,,"4,219.50",260,125,"5,27,437.50",0,"5,27,437.50",527.44,"5,06,340.00","21,097.50",21.1,20-02-2022,Feb,Q1,2022,Benjamin Phillips,Amarilla,USA
Government,CUST_ID_065,PROD_ID_006,,"1,899.00",260,20,"37,980.00",0,"37,980.00",37.98,"18,990.00","18,990.00",18.99,03-07-2022,Jul,Q3,2022,Samuel Wilson,Amarilla,USA
Government,CUST_ID_035,PROD_ID_006,,"1,686.00",260,7,"11,802.00",0,"11,802.00",11.8,"8,430.00","3,372.00",3.37,14-09-2022,Sep,Q3,2022,Samuel Johnson,Amarilla,England
Channel Partners,CUST_ID_018,PROD_ID_006,,"2,141.00",260,12,"25,692.00",0,"25,692.00",25.69,"6,423.00","19,269.00",19.27,15-11-2021,Nov,Q4,2022,Amelia Garcia,Amarilla,Canada
Government,CUST_ID_064,PROD_ID_006,,"1,143.00",260,7,"8,001.00",0,"8,001.00",8,"5,715.00","2,286.00",2.29,23-04-2022,Apr,Q2,2022,Charlotte Anderson,Amarilla,Japan
Midmarket,CUST_ID_046,PROD_ID_006,,615,260,15,"9,225.00",0,"9,225.00",9.23,"6,150.00","3,075.00",3.08,26-12-2021,Dec,Q4,2022,Avery Anderson,Amarilla,Italy
Government,CUST_ID_052,PROD_ID_002,Low,"3,945.00",10,7,"27,615.00",276.15,"27,338.85",27.34,"19,725.00","7,613.85",7.61,23-09-2021,Sep,Q3,2022,Charlotte Martin,Paseo,France
Midmarket,CUST_ID_002,PROD_ID_002,Low,"2,296.00",10,15,"34,440.00",344.4,"34,095.60",34.1,"22,960.00","11,135.60",11.14,16-12-2021,Dec,Q4,2022,Emma Johnson,Paseo,Canada
Government,CUST_ID_052,PROD_ID_002,Low,"1,030.00",10,7,"7,210.00",72.1,"7,137.90",7.14,"5,150.00","1,987.90",1.99,12-08-2022,Aug,Q3,2022,Charlotte Martin,Paseo,France
Government,CUST_ID_054,PROD_ID_003,Low,639,120,7,"4,473.00",44.73,"4,428.27",4.43,"3,195.00","1,233.27",1.23,31-10-2021,Oct,Q4,2022,Harper Wilson,Velo,Italy
Government,CUST_ID_055,PROD_ID_004,Low,"1,326.00",250,7,"9,282.00",92.82,"9,189.18",9.19,"6,630.00","2,559.18",2.56,19-03-2022,Mar,Q1,2022,Henry Turner,VTT,India
Channel Partners,CUST_ID_084,PROD_ID_005,Low,"1,858.00",3,12,"22,296.00",222.96,"22,073.04",22.07,"5,574.00","16,499.04",16.5,07-09-2022,Sep,Q3,2022,Emily Martin,Carretera,France
Government,CUST_ID_066,PROD_ID_005,Low,"1,210.00",3,350,"4,23,500.00",4235,"4,19,265.00",419.27,"3,14,600.00","1,04,665.00",104.67,27-06-2021,Jun,Q2,2022,Harper Turner,Carretera,Canada
Government,CUST_ID_057,PROD_ID_005,Low,"2,529.00",3,7,"17,703.00",177.03,"17,525.97",17.53,"12,645.00","4,880.97",4.88,20-08-2021,Aug,Q3,2022,Jackson Hill,Carretera,USA
Channel Partners,CUST_ID_036,PROD_ID_005,Low,"1,445.00",3,12,"17,340.00",173.4,"17,166.60",17.17,"4,335.00","12,831.60",12.83,10-08-2021,Aug,Q3,2022,Harper Anderson,Carretera,France
Channel Partners,CUST_ID_088,PROD_ID_005,Low,"2,671.00",3,12,"32,052.00",320.52,"31,731.48",31.73,"8,013.00","23,718.48",23.72,10-12-2022,Dec,Q4,2022,Charlotte Hill,Carretera,Japan
Government,CUST_ID_066,PROD_ID_005,Low,"1,397.00",3,350,"4,88,950.00",4889.5,"4,84,060.50",484.06,"3,63,220.00","1,20,840.50",120.84,03-08-2021,Aug,Q3,2022,Harper Turner,Carretera,Canada
Government,CUST_ID_021,PROD_ID_005,Low,"2,155.00",3,350,"7,54,250.00",7542.5,"7,46,707.50",746.71,"5,60,300.00","1,86,407.50",186.41,06-04-2021,Apr,Q2,2022,Aiden Lewis,Carretera,Germany
Midmarket,CUST_ID_112,PROD_ID_001,Low,"2,214.00",5,15,"33,210.00",332.1,"32,877.90",32.88,"22,140.00","10,737.90",10.74,15-01-2021,Jan,Q1,2022,Charlotte Hill,Montana,Japan
Small Business,CUST_ID_012,PROD_ID_001,Low,"2,301.00",5,300,"6,90,300.00",6903,"6,83,397.00",683.4,"5,75,250.00","1,08,147.00",108.15,28-11-2021,Nov,Q4,2022,Mia Thomas,Montana,France
Government,CUST_ID_059,PROD_ID_001,Low,"1,375.50",5,20,"27,510.00",275.1,"27,234.90",27.23,"13,755.00","13,479.90",13.48,21-11-2022,Nov,Q4,2022,Aiden Martin,Montana,England
Government,CUST_ID_043,PROD_ID_001,Low,"1,830.00",5,7,"12,810.00",128.1,"12,681.90",12.68,"9,150.00","3,531.90",3.53,07-08-2021,Aug,Q3,2022,Sebastian Phillips,Montana,England
Midmarket,CUST_ID_026,PROD_ID_002,Low,"1,514.00",10,15,"22,710.00",227.1,"22,482.90",22.48,"15,140.00","7,342.90",7.34,07-09-2022,Sep,Q3,2022,Avery Turner,Paseo,Canada
Government,CUST_ID_027,PROD_ID_002,Low,"4,492.50",10,7,"31,447.50",314.48,"31,133.03",31.13,"22,462.50","8,670.53",8.67,17-02-2021,Feb,Q1,2022,Michael Hill,Paseo,England
Enterprise,CUST_ID_115,PROD_ID_002,Low,727,10,125,"90,875.00",908.75,"89,966.25",89.97,"87,240.00","2,726.25",2.73,05-03-2022,Mar,Q1,2022,Henry Garcia,Paseo,England
Enterprise,CUST_ID_051,PROD_ID_002,Low,787,10,125,"98,375.00",983.75,"97,391.25",97.39,"94,440.00","2,951.25",2.95,24-06-2021,Jun,Q2,2022,Logan Phillips,Paseo,England
Enterprise,CUST_ID_024,PROD_ID_002,Low,"1,823.00",10,125,"2,27,875.00",2278.75,"2,25,596.25",225.6,"2,18,760.00","6,836.25",6.84,30-11-2022,Nov,Q4,2022,Elizabeth Green,Paseo,Japan
Midmarket,CUST_ID_038,PROD_ID_002,Low,747,10,15,"11,205.00",112.05,"11,092.95",11.09,"7,470.00","3,622.95",3.62,08-06-2021,Jun,Q2,2022,Amelia Wilson,Paseo,Italy
Small Business,CUST_ID_116,PROD_ID_002,Low,"2,905.00",10,300,"8,71,500.00",8715,"8,62,785.00",862.79,"7,26,250.00","1,36,535.00",136.54,17-01-2022,Jan,Q1,2022,Amelia Phillips,Paseo,France
Government,CUST_ID_052,PROD_ID_002,Low,"2,155.00",10,350,"7,54,250.00",7542.5,"7,46,707.50",746.71,"5,60,300.00","1,86,407.50",186.41,04-08-2022,Aug,Q3,2022,Charlotte Martin,Paseo,France
Government,CUST_ID_054,PROD_ID_003,Low,"3,864.00",120,20,"77,280.00",772.8,"76,507.20",76.51,"38,640.00","37,867.20",37.87,13-10-2021,Oct,Q4,2022,Harper Wilson,Velo,Italy
Government,CUST_ID_031,PROD_ID_003,Low,362,120,7,"2,534.00",25.34,"2,508.66",2.51,"1,810.00",698.66,0.7,01-11-2022,Nov,Q4,2022,Benjamin Lee,Velo,India
Enterprise,CUST_ID_007,PROD_ID_003,Low,923,120,125,"1,15,375.00",1153.75,"1,14,221.25",114.22,"1,10,760.00","3,461.25",3.46,04-04-2022,Apr,Q2,2022,Ethan Miller,Velo,India
Government,CUST_ID_056,PROD_ID_004,Low,263,250,7,"1,841.00",18.41,"1,822.59",1.82,"1,315.00",507.59,0.51,22-12-2022,Dec,Q4,2022,Amelia Perez,VTT,Japan
Government,CUST_ID_055,PROD_ID_004,Low,943.5,250,350,"3,30,225.00",3302.25,"3,26,922.75",326.92,"2,45,310.00","81,612.75",81.61,21-09-2021,Sep,Q3,2022,Henry Turner,VTT,India
Enterprise,CUST_ID_117,PROD_ID_004,Low,727,250,125,"90,875.00",908.75,"89,966.25",89.97,"87,240.00","2,726.25",2.73,30-04-2021,Apr,Q2,2022,Jackson Hill,VTT,Germany
Enterprise,CUST_ID_118,PROD_ID_004,Low,787,250,125,"98,375.00",983.75,"97,391.25",97.39,"94,440.00","2,951.25",2.95,27-05-2021,May,Q2,2022,Abigail Martin,VTT,Italy
Small Business,CUST_ID_032,PROD_ID_004,Low,986,250,300,"2,95,800.00",2958,"2,92,842.00",292.84,"2,46,500.00","46,342.00",46.34,09-10-2022,Oct,Q4,2022,Mia White,VTT,Japan
Government,CUST_ID_034,PROD_ID_004,Low,"1,397.00",250,350,"4,88,950.00",4889.5,"4,84,060.50",484.06,"3,63,220.00","1,20,840.50",120.84,09-10-2022,Oct,Q4,2022,Charlotte Davis,VTT,Canada
Enterprise,CUST_ID_118,PROD_ID_004,Low,"1,744.00",250,125,"2,18,000.00",2180,"2,15,820.00",215.82,"2,09,280.00","6,540.00",6.54,21-09-2021,Sep,Q3,2022,Abigail Martin,VTT,Italy
Enterprise,CUST_ID_094,PROD_ID_005,Low,742.5,3,125,"92,812.50",1856.25,"90,956.25",90.96,"89,100.00","1,856.25",1.86,27-05-2022,May,Q2,2022,Abigail Martin,Carretera,Italy
Channel Partners,CUST_ID_036,PROD_ID_005,Low,"1,295.00",3,12,"15,540.00",310.8,"15,229.20",15.23,"3,885.00","11,344.20",11.34,03-05-2021,May,Q2,2022,Harper Anderson,Carretera,France
